game_id,game_dt,short_name,notes,venue_id,game_dt_local,game_dt_dow,attendance,neutral_site,team_id,team_abbr,score,opponent_team_id,opponent_team_abbr,opponent_score,winner,canceled
401471701,2023-05-20T20:05Z,MIA @ SF,,43,2023-05-20T13:05:00-07:00,Saturday,31993,0,26,SF,0,28,MIA,1,0,0
401471716,2023-05-21T20:05Z,MIA @ SF,,43,2023-05-21T13:05:00-07:00,Sunday,28936,0,26,SF,7,28,MIA,5,1,0
401471828,2023-05-29T21:05Z,PIT @ SF,,43,2023-05-29T14:05:00-07:00,Monday,39323,0,26,SF,14,23,PIT,4,1,0
401471842,2023-05-31T01:45Z,PIT @ SF,,43,2023-05-30T18:45:00-07:00,Tuesday,24166,0,26,SF,1,23,PIT,2,0,0
401471856,2023-05-31T19:45Z,PIT @ SF,,43,2023-05-31T12:45:00-07:00,Wednesday,23827,0,26,SF,4,23,PIT,9,0,0
401471870,2023-06-03T02:15Z,BAL @ SF,,43,2023-06-02T19:15:00-07:00,Friday,27873,0,26,SF,2,1,BAL,3,0,0
401471885,2023-06-04T02:05Z,BAL @ SF,,43,2023-06-03T19:05:00-07:00,Saturday,32416,0,26,SF,4,1,BAL,0,1,0
401471900,2023-06-04T20:05Z,BAL @ SF,,43,2023-06-04T13:05:00-07:00,Sunday,35571,0,26,SF,3,1,BAL,8,0,0
401471963,2023-06-10T02:15Z,CHC @ SF,,43,2023-06-09T19:15:00-07:00,Friday,34816,0,26,SF,2,16,CHC,3,0,0
401471978,2023-06-10T23:35Z,CHC @ SF,,43,2023-06-10T16:35:00-07:00,Saturday,35452,0,26,SF,0,16,CHC,4,0,0
401471993,2023-06-11T20:05Z,CHC @ SF,,43,2023-06-11T13:05:00-07:00,Sunday,36842,0,26,SF,13,16,CHC,3,1,0
401471023,2023-03-31T02:10Z,CLE @ SEA,MLB Opening Day,41,2023-03-30T19:10:00-07:00,Thursday,45268,0,12,SEA,3,5,CLE,0,1,0
401471035,2023-04-01T02:10Z,CLE @ SEA,,41,2023-03-31T19:10:00-07:00,Friday,31516,0,12,SEA,4,5,CLE,9,0,0
401471043,2023-04-02T01:40Z,CLE @ SEA,,41,2023-04-01T18:40:00-07:00,Saturday,44250,0,12,SEA,0,5,CLE,2,0,0
401471058,2023-04-02T20:10Z,CLE @ SEA,,41,2023-04-02T13:10:00-07:00,Sunday,34045,0,12,SEA,5,5,CLE,6,0,0
401471068,2023-04-04T01:40Z,LAA @ SEA,,41,2023-04-03T18:40:00-07:00,Monday,18877,0,12,SEA,3,3,LAA,7,0,0
401471083,2023-04-05T01:40Z,LAA @ SEA,,41,2023-04-04T18:40:00-07:00,Tuesday,19255,0,12,SEA,11,3,LAA,2,1,0
401471097,2023-04-05T20:10Z,LAA @ SEA,,41,2023-04-05T13:10:00-07:00,Wednesday,25648,0,12,SEA,3,3,LAA,4,0,0
401471217,2023-04-15T02:10Z,COL @ SEA,,41,2023-04-14T19:10:00-07:00,Friday,32698,0,12,SEA,5,27,COL,3,1,0
401471232,2023-04-16T01:40Z,COL @ SEA,,41,2023-04-15T18:40:00-07:00,Saturday,27549,0,12,SEA,9,27,COL,2,1,0
401471247,2023-04-16T20:10Z,COL @ SEA,,41,2023-04-16T13:10:00-07:00,Sunday,23585,0,12,SEA,1,27,COL,0,1,0
401471260,2023-04-18T01:40Z,MIL @ SEA,,41,2023-04-17T18:40:00-07:00,Monday,14276,0,12,SEA,3,8,MIL,7,0,0
401471274,2023-04-19T01:40Z,MIL @ SEA,,41,2023-04-18T18:40:00-07:00,Tuesday,18206,0,12,SEA,5,8,MIL,6,0,0
401471289,2023-04-19T20:10Z,MIL @ SEA,,41,2023-04-19T13:10:00-07:00,Wednesday,17461,0,12,SEA,3,8,MIL,5,0,0
401471317,2023-04-22T02:10Z,STL @ SEA,,41,2023-04-21T19:10:00-07:00,Friday,29633,0,12,SEA,5,24,STL,2,1,0
401471332,2023-04-23T01:40Z,STL @ SEA,,41,2023-04-22T18:40:00-07:00,Saturday,38732,0,12,SEA,5,24,STL,4,1,0
401471347,2023-04-23T20:10Z,STL @ SEA,,41,2023-04-23T13:10:00-07:00,Sunday,36249,0,12,SEA,3,24,STL,7,0,0
401471499,2023-05-06T02:10Z,HOU @ SEA,,41,2023-05-05T19:10:00-07:00,Friday,32944,0,12,SEA,4,18,HOU,6,0,0
401471514,2023-05-07T01:40Z,HOU @ SEA,,41,2023-05-06T18:40:00-07:00,Saturday,40328,0,12,SEA,7,18,HOU,5,1,0
401471529,2023-05-07T20:10Z,HOU @ SEA,,41,2023-05-07T13:10:00-07:00,Sunday,42277,0,12,SEA,3,18,HOU,1,1,0
401471547,2023-05-09T01:40Z,TEX @ SEA,,41,2023-05-08T18:40:00-07:00,Monday,15282,0,12,SEA,1,13,TEX,2,0,0
401471561,2023-05-10T01:40Z,TEX @ SEA,,41,2023-05-09T18:40:00-07:00,Tuesday,17638,0,12,SEA,5,13,TEX,0,1,0
401471576,2023-05-10T19:40Z,TEX @ SEA,,41,2023-05-10T12:40:00-07:00,Wednesday,22480,0,12,SEA,3,13,TEX,4,0,0
401471730,2023-05-23T01:40Z,OAK @ SEA,,41,2023-05-22T18:40:00-07:00,Monday,15418,0,12,SEA,11,11,OAK,2,1,0
401471744,2023-05-24T01:40Z,OAK @ SEA,,41,2023-05-23T18:40:00-07:00,Tuesday,15646,0,12,SEA,3,11,OAK,2,1,0
401471759,2023-05-25T01:40Z,OAK @ SEA,,41,2023-05-24T18:40:00-07:00,Wednesday,14899,0,12,SEA,6,11,OAK,1,1,0
401471769,2023-05-26T01:40Z,OAK @ SEA,,41,2023-05-25T18:40:00-07:00,Thursday,19268,0,12,SEA,3,11,OAK,2,1,0
401471783,2023-05-27T02:10Z,PIT @ SEA,,41,2023-05-26T19:10:00-07:00,Friday,32209,0,12,SEA,6,23,PIT,11,0,0
401471799,2023-05-27T20:10Z,PIT @ SEA,,41,2023-05-27T13:10:00-07:00,Saturday,44624,0,12,SEA,5,23,PIT,0,1,0
401471813,2023-05-28T20:10Z,PIT @ SEA,,41,2023-05-28T13:10:00-07:00,Sunday,38219,0,12,SEA,6,23,PIT,3,1,0
401471827,2023-05-30T01:40Z,NYY @ SEA,,41,2023-05-29T18:40:00-07:00,Monday,34154,0,12,SEA,4,10,NYY,10,0,0
401471840,2023-05-31T01:40Z,NYY @ SEA,,41,2023-05-30T18:40:00-07:00,Tuesday,26846,0,12,SEA,2,10,NYY,10,0,0
401471854,2023-06-01T01:40Z,NYY @ SEA,,41,2023-05-31T18:40:00-07:00,Wednesday,24596,0,12,SEA,1,10,NYY,0,1,0
401472010,2023-06-13T01:40Z,MIA @ SEA,,41,2023-06-12T18:40:00-07:00,Monday,23463,0,12,SEA,8,28,MIA,1,1,0
401471031,2023-03-30T20:10Z,TOR @ STL,MLB Opening Day,87,2023-03-30T15:10:00-05:00,Thursday,47649,0,24,STL,9,14,TOR,10,0,0
401471051,2023-04-01T18:15Z,TOR @ STL,,87,2023-04-01T13:15:00-05:00,Saturday,44461,0,24,STL,4,14,TOR,1,1,0
401471066,2023-04-02T18:15Z,TOR @ STL,,87,2023-04-02T13:15:00-05:00,Sunday,45525,0,24,STL,9,14,TOR,4,1,0
401471069,2023-04-03T23:45Z,ATL @ STL,,87,2023-04-03T18:45:00-05:00,Monday,37689,0,24,STL,4,15,ATL,8,0,0
401471084,2023-04-04T23:45Z,ATL @ STL,,87,2023-04-04T18:45:00-05:00,Tuesday,36501,0,24,STL,1,15,ATL,4,0,0
401471098,2023-04-05T17:15Z,ATL @ STL,,87,2023-04-05T12:15:00-05:00,Wednesday,36300,0,24,STL,2,15,ATL,5,0,0
401471209,2023-04-13T23:45Z,PIT @ STL,,87,2023-04-13T18:45:00-05:00,Thursday,37805,0,24,STL,0,23,PIT,5,0,0
401471221,2023-04-15T00:15Z,PIT @ STL,,87,2023-04-14T19:15:00-05:00,Friday,40637,0,24,STL,3,23,PIT,0,1,0
401471236,2023-04-15T18:15Z,PIT @ STL,,87,2023-04-15T13:15:00-05:00,Saturday,40042,0,24,STL,3,23,PIT,6,0,0
401471251,2023-04-16T18:15Z,PIT @ STL,,87,2023-04-16T13:15:00-05:00,Sunday,40346,0,24,STL,5,23,PIT,4,1,0
401471257,2023-04-17T23:45Z,ARI @ STL,,87,2023-04-17T18:45:00-05:00,Monday,36405,0,24,STL,3,29,ARI,6,0,0
401471270,2023-04-18T23:45Z,ARI @ STL,,87,2023-04-18T18:45:00-05:00,Tuesday,36028,0,24,STL,7,29,ARI,8,0,0
401471285,2023-04-19T17:15Z,ARI @ STL,,87,2023-04-19T12:15:00-05:00,Wednesday,39068,0,24,STL,14,29,ARI,5,1,0
401471454,2023-05-02T23:45Z,LAA @ STL,,87,2023-05-02T18:45:00-05:00,Tuesday,37048,0,24,STL,1,3,LAA,5,0,0
401471469,2023-05-03T23:45Z,LAA @ STL,,87,2023-05-03T18:45:00-05:00,Wednesday,42148,0,24,STL,4,3,LAA,6,0,0
401471484,2023-05-04T17:15Z,LAA @ STL,,87,2023-05-04T12:15:00-05:00,Thursday,40508,0,24,STL,7,3,LAA,11,0,0
401471498,2023-05-06T00:15Z,DET @ STL,,87,2023-05-05T19:15:00-05:00,Friday,36359,0,24,STL,4,6,DET,5,0,0
401471513,2023-05-06T18:15Z,DET @ STL,,87,2023-05-06T13:15:00-05:00,Saturday,39512,0,24,STL,5,6,DET,6,0,0
401471528,2023-05-07T18:15Z,DET @ STL,,87,2023-05-07T13:15:00-05:00,Sunday,44465,0,24,STL,12,6,DET,6,1,0
401471635,2023-05-15T23:45Z,MIL @ STL,,87,2023-05-15T18:45:00-05:00,Monday,34548,0,24,STL,18,8,MIL,1,1,0
401471648,2023-05-16T23:45Z,MIL @ STL,,87,2023-05-16T18:45:00-05:00,Tuesday,34655,0,24,STL,2,8,MIL,3,0,0
401471663,2023-05-17T23:45Z,MIL @ STL,,87,2023-05-17T18:45:00-05:00,Wednesday,35433,0,24,STL,3,8,MIL,0,1,0
401471675,2023-05-18T23:45Z,LAD @ STL,,87,2023-05-18T18:45:00-05:00,Thursday,36982,0,24,STL,16,19,LAD,8,1,0
401471685,2023-05-20T00:15Z,LAD @ STL,,87,2023-05-19T19:15:00-05:00,Friday,44774,0,24,STL,0,19,LAD,5,0,0
401471700,2023-05-20T23:15Z,LAD @ STL,,87,2023-05-20T18:15:00-05:00,Saturday,45177,0,24,STL,6,19,LAD,5,1,0
401471715,2023-05-21T18:15Z,LAD @ STL,,87,2023-05-21T13:15:00-05:00,Sunday,44721,0,24,STL,10,19,LAD,5,1,0
401471825,2023-05-29T18:15Z,KC @ STL,,87,2023-05-29T13:15:00-05:00,Monday,45911,0,24,STL,0,7,KC,7,0,0
401471837,2023-05-30T23:45Z,KC @ STL,,87,2023-05-30T18:45:00-05:00,Tuesday,38406,0,24,STL,2,7,KC,1,1,0
401471964,2023-06-10T00:15Z,CIN @ STL,,87,2023-06-09T19:15:00-05:00,Friday,43238,0,24,STL,7,17,CIN,4,1,0
401471979,2023-06-10T18:15Z,CIN @ STL,,87,2023-06-10T13:15:00-05:00,Saturday,45246,0,24,STL,4,17,CIN,8,0,0
401471994,2023-06-11T18:15Z,CIN @ STL,,87,2023-06-11T13:15:00-05:00,Sunday,42445,0,24,STL,3,17,CIN,4,0,0
401472012,2023-06-12T23:45Z,SF @ STL,,87,2023-06-12T18:45:00-05:00,Monday,40886,0,24,STL,3,26,SF,4,0,0
401471024,2023-03-30T19:10Z,DET @ TB,MLB Opening Day,31,2023-03-30T15:10:00-04:00,Thursday,25025,0,30,TB,4,6,DET,0,1,0
401471044,2023-04-01T20:10Z,DET @ TB,,31,2023-04-01T16:10:00-04:00,Saturday,20204,0,30,TB,12,6,DET,2,1,0
401471059,2023-04-02T17:10Z,DET @ TB,,31,2023-04-02T13:10:00-04:00,Sunday,19425,0,30,TB,5,6,DET,1,1,0
401471122,2023-04-07T22:40Z,OAK @ TB,,31,2023-04-07T18:40:00-04:00,Friday,15980,0,30,TB,9,11,OAK,5,1,0
401471137,2023-04-08T20:10Z,OAK @ TB,,31,2023-04-08T16:10:00-04:00,Saturday,15880,0,30,TB,11,11,OAK,0,1,0
401471152,2023-04-09T17:10Z,OAK @ TB,,31,2023-04-09T13:10:00-04:00,Sunday,11159,0,30,TB,11,11,OAK,0,1,0
401471160,2023-04-10T22:40Z,BOS @ TB,,31,2023-04-10T18:40:00-04:00,Monday,13470,0,30,TB,1,2,BOS,0,1,0
401471174,2023-04-11T22:40Z,BOS @ TB,,31,2023-04-11T18:40:00-04:00,Tuesday,12649,0,30,TB,7,2,BOS,2,1,0
401471189,2023-04-12T22:40Z,BOS @ TB,,31,2023-04-12T18:40:00-04:00,Wednesday,17136,0,30,TB,9,2,BOS,7,1,0
401471204,2023-04-13T17:10Z,BOS @ TB,,31,2023-04-13T13:10:00-04:00,Thursday,21175,0,30,TB,9,2,BOS,3,1,0
401471307,2023-04-21T22:40Z,CHW @ TB,,31,2023-04-21T18:40:00-04:00,Friday,17973,0,30,TB,8,4,CHW,7,1,0
401471322,2023-04-22T20:05Z,CHW @ TB,,31,2023-04-22T16:05:00-04:00,Saturday,22333,0,30,TB,4,4,CHW,3,1,0
401471337,2023-04-23T17:40Z,CHW @ TB,,31,2023-04-23T13:40:00-04:00,Sunday,22702,0,30,TB,4,4,CHW,1,1,0
401471355,2023-04-24T22:40Z,HOU @ TB,,31,2023-04-24T18:40:00-04:00,Monday,10611,0,30,TB,8,18,HOU,3,1,0
401471366,2023-04-25T22:40Z,HOU @ TB,,31,2023-04-25T18:40:00-04:00,Tuesday,9916,0,30,TB,0,18,HOU,5,0,0
401471381,2023-04-26T22:40Z,HOU @ TB,,31,2023-04-26T18:40:00-04:00,Wednesday,14168,0,30,TB,0,18,HOU,1,0,0
401471463,2023-05-02T22:40Z,PIT @ TB,,31,2023-05-02T18:40:00-04:00,Tuesday,10325,0,30,TB,4,23,PIT,1,1,0
401471478,2023-05-03T22:40Z,PIT @ TB,,31,2023-05-03T18:40:00-04:00,Wednesday,15247,0,30,TB,8,23,PIT,1,1,0
401471490,2023-05-04T17:10Z,PIT @ TB,,31,2023-05-04T13:10:00-04:00,Thursday,12418,0,30,TB,3,23,PIT,2,1,0
401471503,2023-05-05T22:40Z,NYY @ TB,,31,2023-05-05T18:40:00-04:00,Friday,25007,0,30,TB,5,10,NYY,4,1,0
401471518,2023-05-06T20:10Z,NYY @ TB,,31,2023-05-06T16:10:00-04:00,Saturday,27078,0,30,TB,2,10,NYY,3,0,0
401471533,2023-05-07T17:40Z,NYY @ TB,,31,2023-05-07T13:40:00-04:00,Sunday,32142,0,30,TB,8,10,NYY,7,1,0
401471687,2023-05-19T22:40Z,MIL @ TB,,31,2023-05-19T18:40:00-04:00,Friday,18961,0,30,TB,1,8,MIL,0,1,0
401471702,2023-05-20T20:10Z,MIL @ TB,,31,2023-05-20T16:10:00-04:00,Saturday,19954,0,30,TB,8,8,MIL,4,1,0
401471717,2023-05-21T17:40Z,MIL @ TB,,31,2023-05-21T13:40:00-04:00,Sunday,20193,0,30,TB,4,8,MIL,6,0,0
401471733,2023-05-22T22:40Z,TOR @ TB,,31,2023-05-22T18:40:00-04:00,Monday,8857,0,30,TB,6,14,TOR,4,1,0
401471748,2023-05-23T22:40Z,TOR @ TB,,31,2023-05-23T18:40:00-04:00,Tuesday,11906,0,30,TB,1,14,TOR,20,0,0
401471763,2023-05-24T22:40Z,TOR @ TB,,31,2023-05-24T18:40:00-04:00,Wednesday,8699,0,30,TB,7,14,TOR,3,1,0
401471774,2023-05-25T17:10Z,TOR @ TB,,31,2023-05-25T13:10:00-04:00,Thursday,10736,0,30,TB,6,14,TOR,3,1,0
401471780,2023-05-26T22:40Z,LAD @ TB,,31,2023-05-26T18:40:00-04:00,Friday,19715,0,30,TB,9,19,LAD,3,1,0
401471795,2023-05-27T20:10Z,LAD @ TB,,31,2023-05-27T16:10:00-04:00,Saturday,23443,0,30,TB,5,19,LAD,6,0,0
401471810,2023-05-28T15:35Z,LAD @ TB,,31,2023-05-28T11:35:00-04:00,Sunday,21043,0,30,TB,11,19,LAD,10,1,0
401471930,2023-06-06T22:40Z,MIN @ TB,,31,2023-06-06T18:40:00-04:00,Tuesday,14689,0,30,TB,7,9,MIN,0,1,0
401471945,2023-06-07T22:40Z,MIN @ TB,,31,2023-06-07T18:40:00-04:00,Wednesday,10846,0,30,TB,2,9,MIN,1,1,0
401471958,2023-06-08T17:10Z,MIN @ TB,,31,2023-06-08T13:10:00-04:00,Thursday,12584,0,30,TB,4,9,MIN,2,1,0
401471972,2023-06-09T22:40Z,TEX @ TB,,31,2023-06-09T18:40:00-04:00,Friday,17447,0,30,TB,8,13,TEX,3,1,0
401471988,2023-06-10T20:10Z,TEX @ TB,,31,2023-06-10T16:10:00-04:00,Saturday,18932,0,30,TB,4,13,TEX,8,0,0
401472002,2023-06-11T17:40Z,TEX @ TB,,31,2023-06-11T13:40:00-04:00,Sunday,23069,0,30,TB,7,13,TEX,3,1,0
401471028,2023-03-30T20:05Z,PHI @ TEX,MLB Opening Day,231,2023-03-30T15:05:00-05:00,Thursday,38387,0,13,TEX,11,22,PHI,7,1,0
401471048,2023-04-01T20:05Z,PHI @ TEX,,231,2023-04-01T15:05:00-05:00,Saturday,31916,0,13,TEX,16,22,PHI,3,1,0
401471063,2023-04-02T23:00Z,PHI @ TEX,,231,2023-04-02T18:00:00-05:00,Sunday,25823,0,13,TEX,2,22,PHI,1,1,0
401471070,2023-04-04T00:05Z,BAL @ TEX,,231,2023-04-03T19:05:00-05:00,Monday,15867,0,13,TEX,0,1,BAL,2,0,0
401471085,2023-04-05T00:05Z,BAL @ TEX,,231,2023-04-04T19:05:00-05:00,Tuesday,16268,0,13,TEX,2,1,BAL,7,0,0
401471099,2023-04-05T18:05Z,BAL @ TEX,,231,2023-04-05T13:05:00-05:00,Wednesday,18560,0,13,TEX,5,1,BAL,2,1,0
401471163,2023-04-11T00:05Z,KC @ TEX,,231,2023-04-10T19:05:00-05:00,Monday,17430,0,13,TEX,11,7,KC,2,1,0
401471178,2023-04-12T00:05Z,KC @ TEX,,231,2023-04-11T19:05:00-05:00,Tuesday,17760,0,13,TEX,8,7,KC,5,1,0
401471193,2023-04-13T00:05Z,KC @ TEX,,231,2023-04-12T19:05:00-05:00,Wednesday,18380,0,13,TEX,1,7,KC,10,0,0
401471315,2023-04-22T00:05Z,OAK @ TEX,,231,2023-04-21T19:05:00-05:00,Friday,28775,0,13,TEX,4,11,OAK,5,0,0
401471330,2023-04-22T23:05Z,OAK @ TEX,,231,2023-04-22T18:05:00-05:00,Saturday,32388,0,13,TEX,18,11,OAK,3,1,0
401471345,2023-04-23T18:35Z,OAK @ TEX,,231,2023-04-23T13:35:00-05:00,Sunday,34916,0,13,TEX,5,11,OAK,2,1,0
401471395,2023-04-28T00:05Z,NYY @ TEX,,231,2023-04-27T19:05:00-05:00,Thursday,31325,0,13,TEX,2,10,NYY,4,0,0
401471410,2023-04-29T00:05Z,NYY @ TEX,,231,2023-04-28T19:05:00-05:00,Friday,36341,0,13,TEX,5,10,NYY,2,1,0
401471424,2023-04-29T23:05Z,NYY @ TEX,,231,2023-04-29T18:05:00-05:00,Saturday,40027,0,13,TEX,2,10,NYY,0,1,0
401471439,2023-04-30T18:35Z,NYY @ TEX,,231,2023-04-30T13:35:00-05:00,Sunday,39078,0,13,TEX,15,10,NYY,2,1,0
401471455,2023-05-03T00:05Z,ARI @ TEX,,231,2023-05-02T19:05:00-05:00,Tuesday,23086,0,13,TEX,6,29,ARI,4,1,0
401471470,2023-05-03T18:05Z,ARI @ TEX,,231,2023-05-03T13:05:00-05:00,Wednesday,21427,0,13,TEX,7,29,ARI,12,0,0
401471633,2023-05-16T00:05Z,ATL @ TEX,,231,2023-05-15T19:05:00-05:00,Monday,26791,0,13,TEX,0,15,ATL,12,0,0
401471645,2023-05-17T00:05Z,ATL @ TEX,,231,2023-05-16T19:05:00-05:00,Tuesday,23246,0,13,TEX,7,15,ATL,4,1,0
401471660,2023-05-18T00:05Z,ATL @ TEX,,231,2023-05-17T19:05:00-05:00,Wednesday,30053,0,13,TEX,5,15,ATL,6,0,0
401471682,2023-05-20T00:05Z,COL @ TEX,,231,2023-05-19T19:05:00-05:00,Friday,30819,0,13,TEX,7,27,COL,2,1,0
401471697,2023-05-20T20:05Z,COL @ TEX,,231,2023-05-20T15:05:00-05:00,Saturday,34443,0,13,TEX,11,27,COL,5,1,0
401471712,2023-05-21T18:35Z,COL @ TEX,,231,2023-05-21T13:35:00-05:00,Sunday,32733,0,13,TEX,13,27,COL,3,1,0
401471878,2023-06-03T00:05Z,SEA @ TEX,,231,2023-06-02T19:05:00-05:00,Friday,31685,0,13,TEX,2,12,SEA,0,1,0
401471893,2023-06-03T20:05Z,SEA @ TEX,,231,2023-06-03T15:05:00-05:00,Saturday,34435,0,13,TEX,16,12,SEA,6,1,0
401471908,2023-06-04T18:35Z,SEA @ TEX,,231,2023-06-04T13:35:00-05:00,Sunday,36495,0,13,TEX,12,12,SEA,3,1,0
401471917,2023-06-06T00:05Z,STL @ TEX,,231,2023-06-05T19:05:00-05:00,Monday,25161,0,13,TEX,4,24,STL,3,1,0
401471932,2023-06-07T00:05Z,STL @ TEX,,231,2023-06-06T19:05:00-05:00,Tuesday,28151,0,13,TEX,6,24,STL,4,1,0
401471947,2023-06-08T00:05Z,STL @ TEX,,231,2023-06-07T19:05:00-05:00,Wednesday,30251,0,13,TEX,0,24,STL,1,0,0
401472006,2023-06-13T00:05Z,LAA @ TEX,,231,2023-06-12T19:05:00-05:00,Monday,26667,0,13,TEX,6,3,LAA,9,0,0
401471177,2023-04-11T23:07Z,DET @ TOR,,14,2023-04-11T19:07:00-04:00,Tuesday,42053,0,14,TOR,9,6,DET,3,1,0
401471192,2023-04-12T23:07Z,DET @ TOR,,14,2023-04-12T19:07:00-04:00,Wednesday,35300,0,14,TOR,4,6,DET,3,1,0
401471205,2023-04-13T23:07Z,DET @ TOR,,14,2023-04-13T19:07:00-04:00,Thursday,26192,0,14,TOR,1,6,DET,3,0,0
401471223,2023-04-14T23:07Z,TB @ TOR,,14,2023-04-14T19:07:00-04:00,Friday,34822,0,14,TOR,6,30,TB,3,1,0
401471238,2023-04-15T19:07Z,TB @ TOR,,14,2023-04-15T15:07:00-04:00,Saturday,41679,0,14,TOR,5,30,TB,2,1,0
401471253,2023-04-16T17:37Z,TB @ TOR,,14,2023-04-16T13:37:00-04:00,Sunday,39179,0,14,TOR,1,30,TB,8,0,0
401471352,2023-04-24T23:07Z,CHW @ TOR,,14,2023-04-24T19:07:00-04:00,Monday,26293,0,14,TOR,5,4,CHW,2,1,0
401471363,2023-04-25T23:07Z,CHW @ TOR,,14,2023-04-25T19:07:00-04:00,Tuesday,28917,0,14,TOR,7,4,CHW,0,1,0
401471378,2023-04-26T17:07Z,CHW @ TOR,,14,2023-04-26T13:07:00-04:00,Wednesday,35069,0,14,TOR,8,4,CHW,0,1,0
401471413,2023-04-28T23:07Z,SEA @ TOR,,14,2023-04-28T19:07:00-04:00,Friday,41414,0,14,TOR,3,12,SEA,2,1,0
401471427,2023-04-29T19:07Z,SEA @ TOR,,14,2023-04-29T15:07:00-04:00,Saturday,41475,0,14,TOR,1,12,SEA,0,1,0
401471442,2023-04-30T17:37Z,SEA @ TOR,,14,2023-04-30T13:37:00-04:00,Sunday,40158,0,14,TOR,8,12,SEA,10,0,0
401471587,2023-05-12T23:07Z,ATL @ TOR,,14,2023-05-12T19:07:00-04:00,Friday,35047,0,14,TOR,3,15,ATL,0,1,0
401471602,2023-05-13T19:07Z,ATL @ TOR,,14,2023-05-13T15:07:00-04:00,Saturday,41341,0,14,TOR,5,15,ATL,2,1,0
401471617,2023-05-14T17:37Z,ATL @ TOR,,14,2023-05-14T13:37:00-04:00,Sunday,40895,0,14,TOR,6,15,ATL,5,1,0
401471637,2023-05-15T23:07Z,NYY @ TOR,,14,2023-05-15T19:07:00-04:00,Monday,28810,0,14,TOR,4,10,NYY,7,0,0
401471650,2023-05-16T23:07Z,NYY @ TOR,,14,2023-05-16T19:07:00-04:00,Tuesday,35112,0,14,TOR,3,10,NYY,6,0,0
401471665,2023-05-17T23:07Z,NYY @ TOR,,14,2023-05-17T19:07:00-04:00,Wednesday,27431,0,14,TOR,3,10,NYY,0,1,0
401471676,2023-05-18T23:07Z,NYY @ TOR,,14,2023-05-18T19:07:00-04:00,Thursday,33290,0,14,TOR,2,10,NYY,4,0,0
401471679,2023-05-19T23:07Z,BAL @ TOR,,14,2023-05-19T19:07:00-04:00,Friday,32485,0,14,TOR,2,1,BAL,6,0,0
401471694,2023-05-20T19:07Z,BAL @ TOR,,14,2023-05-20T15:07:00-04:00,Saturday,41611,0,14,TOR,5,1,BAL,6,0,0
401471709,2023-05-21T17:37Z,BAL @ TOR,,14,2023-05-21T13:37:00-04:00,Sunday,41643,0,14,TOR,3,1,BAL,8,0,0
401471838,2023-05-30T23:07Z,MIL @ TOR,,14,2023-05-30T19:07:00-04:00,Tuesday,32930,0,14,TOR,7,8,MIL,2,1,0
401471852,2023-05-31T23:07Z,MIL @ TOR,,14,2023-05-31T19:07:00-04:00,Wednesday,42205,0,14,TOR,2,8,MIL,4,0,0
401471865,2023-06-01T17:07Z,MIL @ TOR,,14,2023-06-01T13:07:00-04:00,Thursday,42059,0,14,TOR,3,8,MIL,1,1,0
401471914,2023-06-05T23:07Z,HOU @ TOR,,14,2023-06-05T19:07:00-04:00,Monday,23982,0,14,TOR,4,18,HOU,11,0,0
401471927,2023-06-06T23:07Z,HOU @ TOR,,14,2023-06-06T19:07:00-04:00,Tuesday,30079,0,14,TOR,5,18,HOU,1,1,0
401471942,2023-06-07T23:07Z,HOU @ TOR,,14,2023-06-07T19:07:00-04:00,Wednesday,26724,0,14,TOR,3,18,HOU,2,1,0
401471956,2023-06-08T23:07Z,HOU @ TOR,,14,2023-06-08T19:07:00-04:00,Thursday,28284,0,14,TOR,3,18,HOU,2,1,0
401471969,2023-06-09T23:07Z,MIN @ TOR,,14,2023-06-09T19:07:00-04:00,Friday,35222,0,14,TOR,2,9,MIN,3,0,0
401471984,2023-06-10T19:07Z,MIN @ TOR,,14,2023-06-10T15:07:00-04:00,Saturday,41990,0,14,TOR,4,9,MIN,9,0,0
401471999,2023-06-11T17:37Z,MIN @ TOR,,14,2023-06-11T13:37:00-04:00,Sunday,41673,0,14,TOR,7,9,MIN,6,1,0
401471020,2023-03-30T17:05Z,ATL @ WSH,MLB Opening Day,89,2023-03-30T13:05:00-04:00,Thursday,35756,0,20,WSH,2,15,ATL,7,0,0
401471040,2023-04-01T20:05Z,ATL @ WSH,,89,2023-04-01T16:05:00-04:00,Saturday,27529,0,20,WSH,1,15,ATL,7,0,0
401471055,2023-04-02T17:35Z,ATL @ WSH,,89,2023-04-02T13:35:00-04:00,Sunday,21440,0,20,WSH,4,15,ATL,1,1,0
401471080,2023-04-03T23:05Z,TB @ WSH,,89,2023-04-03T19:05:00-04:00,Monday,10754,0,20,WSH,2,30,TB,6,0,0
401471094,2023-04-04T23:05Z,TB @ WSH,,89,2023-04-04T19:05:00-04:00,Tuesday,15272,0,20,WSH,6,30,TB,10,0,0
401471108,2023-04-05T17:05Z,TB @ WSH,,89,2023-04-05T13:05:00-04:00,Wednesday,13836,0,20,WSH,2,30,TB,7,0,0
401471216,2023-04-14T23:05Z,CLE @ WSH,,89,2023-04-14T19:05:00-04:00,Friday,21367,0,20,WSH,3,5,CLE,4,0,0
401471231,2023-04-15T20:05Z,CLE @ WSH,,89,2023-04-15T16:05:00-04:00,Saturday,24909,0,20,WSH,4,5,CLE,6,0,0
